,Unnamed: 0,Matchday,Day,Date,Time,home,xG_home,xG_away,away,Assistance,Venue,Referee,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_home,jogador19_home,jogador18_away,jogador19_away
305,305,31,Wed,2020-06-24,18:00,Newcastle Utd,0.9,1.6,Aston Villa,,St. James' Park,Chris Kavanagh,/en/matches/66027e20/Newcastle-United-Aston-Villa-June-24-2020-Premier-League,1,1,4-4-1-1,4-3-3,15.0,13.0,6.0,9.0,18.0,34.0,564.0,511.0,6.0,5.0,5.0,12.0,22.0,28.0,32.0,18.0,1.0,0.0,11.0,6.0,17.0,17.0,102.0,63.0,2.0,0.0,0.0,2.0,0.0,0.0,Martin Dúbravka,Jamaal Lascelles,Jonjo Shelvey,Joelinton,Allan Saint-Maximin,Matt Ritchie,Isaac Hayden,Federico Fernández,Javier Manquillo,Miguel Almirón,Danny Rose,Karl Darlow,Fabian Schär,Andy Carroll,Dwight Gayle,Yoshinori Mutō,Emil Krafth,Ørjan Nyland,Douglas Luiz,John McGinn,Jack Grealish,Ezri Konsa,Trézéguet,Matt Targett,Mbwana Samatta,Anwar El Ghazi,Kortney Hause,Tyrone Mings,Pepe Reina,Neil Taylor,Marvelous Nakamba,Conor Hourihane,Borja Bastón,Jota,DeAndre Yedlin,Valentino Lazaro,Ahmed Elmohamady,Indiana Vassilev
306,306,31,Wed,2020-06-24,20:15,Liverpool,2.4,0.1,Crystal Palace,,Anfield,Martin Atkinson,/en/matches/c486cf76/Liverpool-Crystal-Palace-June-24-2020-Premier-League,4,0,4-3-3,4-1-4-1,7.0,5.0,6.0,0.0,20.0,0.0,1026.0,468.0,17.0,20.0,15.0,16.0,16.0,11.0,1.0,37.0,0.0,1.0,4.0,16.0,18.0,14.0,81.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Alisson,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Jordan Henderson,Andrew Robertson,Trent Alexander-Arnold,Adrián,Dejan Lovren,Naby Keïta,Alex Oxlade-Chamberlain,Takumi Minamino,Divock Origi,Wayne Hennessey,Joel Ward,Patrick van Aanholt,Cheikhou Kouyaté,Jordan Ayew,Andros Townsend,Wilfried Zaha,Mamadou Sakho,James McArthur,James McCarthy,Gary Cahill,Stephen Henderson,Luka Milivojević,Scott Dann,Max Meyer,Nikola Tavares,Tyrick Mitchell,Curtis Jones,Harvey Elliott,Brandon Pierrick,nan
307,307,31,Thu,2020-06-25,18:00,Southampton,0.9,1.9,Arsenal,,St. Mary's Stadium,Graham Scott,/en/matches/38757aa1/Southampton-Arsenal-June-25-2020-Premier-League,0,2,4-4-2,3-4-3,10.0,14.0,4.0,6.0,19.0,8.0,571.0,521.0,17.0,10.0,12.0,15.0,13.0,16.0,10.0,21.0,2.0,1.0,3.0,10.0,29.0,22.0,82.0,54.0,0.0,1.0,0.0,2.0,0.0,0.0,Alex McCarthy,Jack Stephens,Danny Ings,James Ward-Prowse,Stuart Armstrong,Michael Obafemi,Ryan Bertrand,Nathan Redmond,Pierre Højbjerg,Jan Bednarek,Yan Valery,Angus Gunn,Jannik Vestergaard,Shane Long,Che Adams,Oriol Romeu,Kyle Walker-Peters,Emiliano Martínez,Héctor Bellerín,Kieran Tierney,Dani Ceballos,Pierre-Emerick Aubameyang,Rob Holding,Nicolas Pépé,Shkodran Mustafi,Eddie Nketiah,Granit Xhaka,Bukayo Saka,Matt Macey,Sokratis Papastathopoulos,Alexandre Lacazette,Mesut Özil,Ainsley Maitland-Niles,Reiss Nelson,William Smallbone,Jake Vokins,Joe Willock,Sead Kolašinac
308,308,31,Thu,2020-06-25,18:00,Burnley,0.9,0.7,Watford,,Turf Moor,Mike Dean,/en/matches/965fbb94/Burnley-Watford-June-25-2020-Premier-League,1,0,4-4-2,4-4-2,13.0,15.0,1.0,7.0,10.0,30.0,577.0,468.0,11.0,16.0,10.0,4.0,39.0,40.0,37.0,14.0,3.0,0.0,7.0,4.0,21.0,37.0,91.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0,Nick Pope,Matthew Lowton,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Josh Brownhill,Dwight McNeil,Ashley Westwood,Jay Rodriguez,Matěj Vydra,Bailey Peacock-Farrell,Lukas Jensen,Erik Pieters,Phil Bardsley,Kevin Long,Max Thompson,Ben Foster,Craig Dawson,Tom Cleverley,Troy Deeney,Danny Welbeck,Adam Masina,Will Hughes,Kiko Femenía,Ismaila Sarr,Christian Kabasele,Étienne Capoue,Heurelho Gomes,Adrian Mariappa,Nathaniel Chalobah,Craig Cathcart,Abdoulaye Doucouré,João Pedro,Jimmy Dunne,Bobby Thomas,Andre Gray,Ignacio Pussetto
309,309,31,Thu,2020-06-25,20:15,Chelsea,3.2,0.8,Manchester City,,Stamford Bridge,Stuart Attwell,/en/matches/bc237647/Chelsea-Manchester-City-June-25-2020-Premier-League,2,1,4-3-3,4-3-3,13.0,3.0,5.0,7.0,11.0,20.0,498.0,837.0,13.0,7.0,8.0,5.0,11.0,5.0,20.0,8.0,3.0,1.0,14.0,4.0,6.0,16.0,51.0,89.0,1.0,0.0,0.0,1.0,1.0,0.0,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Andreas Christensen,N'Golo Kanté,Ross Barkley,Willian,Olivier Giroud,Mason Mount,Christian Pulisic,César Azpilicueta,Willy Caballero,Jorginho,Tammy Abraham,Pedro,Ruben Loftus-Cheek,Kurt Zouma,Ederson,Kyle Walker,Raheem Sterling,İlkay Gündoğan,Aymeric Laporte,Rodri,Kevin De Bruyne,Bernardo Silva,Benjamin Mendy,Fernandinho,Riyad Mahrez,Scott Carson,Gabriel Jesus,Oleksandr Zinchenko,Leroy Sané,David Silva,Nicolás Otamendi,Mateo Kovačić,Reece James,Tommy Doyle,Taylor Harwood-Bellis
310,310,32,Sat,2020-06-27,12:30,Aston Villa,0.6,0.7,Wolves,,Villa Park,Craig Pawson,/en/matches/b4483d72/Aston-Villa-Wolverhampton-Wanderers-June-27-2020-Premier-League,0,1,4-1-2-1-2,3-5-2,16.0,16.0,2.0,2.0,15.0,13.0,538.0,575.0,8.0,10.0,11.0,7.0,20.0,26.0,11.0,9.0,0.0,2.0,7.0,16.0,15.0,19.0,79.0,97.0,1.0,0.0,0.0,1.0,0.0,0.0,Ørjan Nyland,Douglas Luiz,Jack Grealish,Marvelous Nakamba,Conor Hourihane,Ezri Konsa,Matt Targett,Mbwana Samatta,Kortney Hause,Keinan Davis,Tyrone Mings,Pepe Reina,Neil Taylor,Danny Drinkwater,John McGinn,Trézéguet,Anwar El Ghazi,Rui Patrício,Matt Doherty,Rúben Neves,Raúl Jiménez,Willy Boly,Conor Coady,Diogo Jota,Jonny Castro,Romain Saïss,João Moutinho,Leander Dendoncker,John Ruddy,Bruno Jordão,Pedro Neto,Daniel Podence,Morgan Gibbs-White,Rúben Vinagre,Jota,Ahmed Elmohamady,Adama Traoré,Max Kilman
311,311,32,Sun,2020-06-28,16:30,Watford,0.5,1.3,Southampton,,Vicarage Road Stadium,Michael Oliver,/en/matches/37720dc3/Watford-Southampton-June-28-2020-Premier-League,1,3,4-2-3-1,4-4-2,18.0,9.0,5.0,3.0,22.0,8.0,549.0,619.0,13.0,20.0,14.0,11.0,28.0,38.0,10.0,29.0,1.0,1.0,5.0,5.0,28.0,29.0,98.0,82.0,3.0,0.0,0.0,0.0,0.0,0.0,Ben Foster,Craig Dawson,Troy Deeney,Adam Masina,Craig Cathcart,Abdoulaye Doucouré,Will Hughes,Kiko Femenía,Ismaila Sarr,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Adrian Mariappa,Tom Cleverley,Danny Welbeck,Adalberto Peñaranda,João Pedro,Alex McCarthy,Jannik Vestergaard,Shane Long,Danny Ings,Oriol Romeu,James Ward-Prowse,Ryan Bertrand,Nathan Redmond,Kyle Walker-Peters,William Smallbone,Jan Bednarek,Angus Gunn,Che Adams,Stuart Armstrong,Michael Obafemi,Jake Vokins,Kevin Danso,José Holebas,Christian Kabasele,Yan Valery,Nathan Tella
312,312,32,Mon,2020-06-29,20:00,Crystal Palace,0.9,0.4,Burnley,,Selhurst Park,Simon Hooper,/en/matches/d7661a5f/Crystal-Palace-Burnley-June-29-2020-Premier-League,0,1,4-5-1,4-4-1-1,12.0,13.0,9.0,1.0,30.0,12.0,640.0,511.0,13.0,16.0,7.0,9.0,12.0,19.0,16.0,37.0,0.0,0.0,4.0,8.0,31.0,21.0,73.0,78.0,1.0,0.0,0.0,1.0,0.0,0.0,Vicente Guaita,Joel Ward,Patrick van Aanholt,Luka Milivojević,Scott Dann,Cheikhou Kouyaté,Jordan Ayew,Andros Townsend,Wilfried Zaha,James McArthur,Gary Cahill,Wayne Hennessey,Max Meyer,Mamadou Sakho,James McCarthy,Sam Woods,Nikola Tavares,Nick Pope,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Josh Brownhill,Dwight McNeil,Ashley Westwood,Erik Pieters,Phil Bardsley,Matěj Vydra,Bailey Peacock-Farrell,Lukas Jensen,Kevin Long,Max Thompson,Jimmy Dunne,Bobby Thomas,Tyrick Mitchell,Brandon Pierrick,nan,nan
313,313,32,Tue,2020-06-30,20:15,Brighton,0.4,1.0,Manchester Utd,,The American Express Community Stadium,Andre Marriner,/en/matches/be321c59/Brighton-and-Hove-Albion-Manchester-United-June-30-2020-Premier-League,0,3,4-4-2,4-2-3-1,10.0,9.0,4.0,5.0,17.0,12.0,495.0,749.0,13.0,16.0,10.0,5.0,6.0,5.0,16.0,15.0,2.0,2.0,6.0,9.0,14.0,26.0,49.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,Mathew Ryan,Tariq Lamptey,Shane Duffy,Lewis Dunk,Dale Stephens,Yves Bissouma,Alexis Mac Allister,Martín Montoya,Davy Pröpper,Dan Burn,Aaron Connolly,David Button,Neal Maupay,Leandro Trossard,Pascal Groß,Glenn Murray,Aaron Mooy,David de Gea,Victor Lindelöf,Harry Maguire,Paul Pogba,Anthony Martial,Marcus Rashford,Bruno Fernandes,Luke Shaw,Mason Greenwood,Aaron Wan-Bissaka,Nemanja Matić,Sergio Romero,Eric Bailly,Juan Mata,Andreas Pereira,Fred,Daniel James,Solly March,Ezequiel Schelotto,Odion Ighalo,Scott McTominay
314,314,32,Wed,2020-07-01,18:00,Bournemouth,1.6,1.8,Newcastle Utd,,Vitality Stadium,Kevin Friend,/en/matches/92aaad57/Bournemouth-Newcastle-United-July-1-2020-Premier-League,1,4,4-4-2,4-2-3-1,11.0,10.0,6.0,3.0,16.0,7.0,630.0,538.0,16.0,16.0,8.0,16.0,21.0,22.0,7.0,13.0,2.0,1.0,4.0,10.0,19.0,14.0,64.0,88.0,2.0,0.0,0.0,0.0,0.0,0.0,Aaron Ramsdale,Steve Cook,Nathan Aké,Joshua King,Jefferson Lerma,Dominic Solanke,Arnaut Danjuma,Adam Smith,David Brooks,Lloyd Kelly,Philip Billing,Artur Boruc,Dan Gosling,Lewis Cook,Jack Stacey,Junior Stanislas,Diego Rico,Martin Dúbravka,Jamaal Lascelles,Jonjo Shelvey,Joelinton,Allan Saint-Maximin,Dwight Gayle,Emil Krafth,Federico Fernández,Javier Manquillo,Sean Longstaff,Nabil Bentaleb,Karl Darlow,Fabian Schär,Andy Carroll,Matt Ritchie,Isaac Hayden,DeAndre Yedlin,Harry Wilson,Chris Mepham,Valentino Lazaro,Miguel Almirón
315,315,32,Wed,2020-07-01,18:00,Everton,1.2,1.8,Leicester City,,Goodison Park,David Coote,/en/matches/c2c7ebbf/Everton-Leicester-City-July-1-2020-Premier-League,2,1,4-4-2,4-1-4-1,13.0,10.0,3.0,5.0,6.0,35.0,488.0,757.0,20.0,15.0,9.0,6.0,32.0,20.0,37.0,9.0,0.0,1.0,11.0,3.0,21.0,25.0,85.0,58.0,1.0,0.0,0.0,1.0,0.0,0.0,Jordan Pickford,Mason Holgate,Michael Keane,Richarlison,Dominic Calvert-Lewin,Gylfi Sigurðsson,Lucas Digne,Alex Iwobi,André Gomes,Séamus Coleman,Anthony Gordon,Maarten Stekelenburg,João Virgínia,Leighton Baines,Yerry Mina,Bernard,Tom Davies,Kasper Schmeichel,James Justin,Ben Chilwell,Çağlar Söyüncü,Jonny Evans,Youri Tielemans,Jamie Vardy,Marc Albrighton,Harvey Barnes,Wilfred Ndidi,Dennis Praet,Danny Ward,Wes Morgan,Demarai Gray,James Maddison,Kelechi Iheanacho,Ayoze Pérez,Moise Kean,Jarrad Branthwaite,Hamza Choudhury,Nampalys Mendy
316,316,32,Wed,2020-07-01,18:00,Arsenal,1.5,0.3,Norwich City,,Emirates Stadium,Peter Bankes,/en/matches/cb52b4c8/Arsenal-Norwich-City-July-1-2020-Premier-League,4,0,3-4-3,4-1-4-1,10.0,10.0,6.0,2.0,18.0,5.0,589.0,566.0,12.0,19.0,13.0,4.0,18.0,7.0,12.0,20.0,0.0,2.0,6.0,10.0,16.0,18.0,46.0,61.0,1.0,0.0,0.0,4.0,0.0,0.0,Emiliano Martínez,Héctor Bellerín,Kieran Tierney,Dani Ceballos,Alexandre Lacazette,Pierre-Emerick Aubameyang,Shkodran Mustafi,David Luiz,Reiss Nelson,Sead Kolašinac,Granit Xhaka,Matt Macey,Sokratis Papastathopoulos,Ainsley Maitland-Niles,Rob Holding,Cédric Soares,Nicolas Pépé,Tim Krul,Max Aarons,Ben Godfrey,Lukas Rupp,Jamal Lewis,Todd Cantwell,Emi Buendía,Tom Trybull,Teemu Pukki,Kenny McLean,Alexander Tettey,Michael McGovern,Mario Vrančić,Onel Hernández,Marco Stiepermann,Josip Drmić,Ondrej Duda,Joe Willock,Eddie Nketiah,Adam Idah,Jordan Thomas
317,317,32,Wed,2020-07-01,20:15,West Ham,2.2,1.6,Chelsea,,London Stadium,Martin Atkinson,/en/matches/5df18070/West-Ham-United-Chelsea-July-1-2020-Premier-League,3,2,4-2-3-1,4-3-3,10.0,9.0,2.0,3.0,6.0,29.0,415.0,814.0,16.0,19.0,15.0,5.0,19.0,15.0,33.0,10.0,2.0,2.0,8.0,4.0,13.0,19.0,74.0,39.0,2.0,0.0,0.0,1.0,0.0,0.0,Łukasz Fabiański,Aaron Cresswell,Manuel Lanzini,Jarrod Bowen,Pablo Fornals,Angelo Ogbonna,Issa Diop,Ryan Fredericks,Tomáš Souček,Michail Antonio,Declan Rice,Darren Randolph,Fabián Balbuena,Andriy Yarmolenko,Felipe Anderson,Jack Wilshere,Albian Ajeti,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Andreas Christensen,N'Golo Kanté,Ross Barkley,Tammy Abraham,Willian,Mateo Kovačić,Christian Pulisic,César Azpilicueta,Willy Caballero,Jorginho,Ruben Loftus-Cheek,Kurt Zouma,Olivier Giroud,Mason Mount,Xande Silva,Alfie Lewis,Callum Hudson-Odoi,Reece James
318,318,32,Thu,2020-07-02,18:00,Sheffield Utd,1.6,1.1,Tottenham,,Bramall Lane,Chris Kavanagh,/en/matches/70507f3c/Sheffield-United-Tottenham-Hotspur-July-2-2020-Premier-League,3,1,3-5-2,4-2-3-1,13.0,13.0,1.0,6.0,9.0,28.0,453.0,780.0,18.0,14.0,16.0,15.0,24.0,19.0,28.0,9.0,2.0,1.0,6.0,7.0,19.0,21.0,92.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,Dean Henderson,George Baldock,Enda Stevens,Chris Basham,Oliver McBurnie,John Egan,Oliver Norwood,David McGoldrick,Jack Robinson,Ben Osborn,Sander Berge,Simon Moore,Billy Sharp,Phil Jagielka,Kieron Freeman,Lys Mousset,Jack Rodwell,Hugo Lloris,Davinson Sánchez,Son Heung-min,Harry Kane,Eric Dier,Moussa Sissoko,Giovani Lo Celso,Steven Bergwijn,Serge Aurier,Lucas Moura,Ben Davies,Paulo Gazzaniga,Toby Alderweireld,Jan Vertonghen,Harry Winks,Érik Lamela,Dele Alli,nan,nan,Tanguy Ndombele,Oliver Skipp
319,319,32,Thu,2020-07-02,20:15,Manchester City,2.4,1.1,Liverpool,,Etihad Stadium,Anthony Taylor,/en/matches/5dffd237/Manchester-City-Liverpool-July-2-2020-Premier-League,4,0,4-2-3-1,4-3-3,8.0,7.0,3.0,3.0,11.0,21.0,628.0,678.0,10.0,13.0,8.0,15.0,10.0,11.0,20.0,8.0,3.0,2.0,6.0,5.0,23.0,18.0,71.0,81.0,2.0,0.0,0.0,2.0,0.0,0.0,Ederson,Kyle Walker,Raheem Sterling,İlkay Gündoğan,Gabriel Jesus,Aymeric Laporte,Rodri,Kevin De Bruyne,Benjamin Mendy,Phil Foden,Eric García,Claudio Bravo,John Stones,Oleksandr Zinchenko,Bernardo Silva,David Silva,Riyad Mahrez,Alisson,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Jordan Henderson,Andrew Robertson,Trent Alexander-Arnold,Adrián,James Milner,Naby Keïta,Alex Oxlade-Chamberlain,Takumi Minamino,Divock Origi,João Cancelo,Nicolás Otamendi,Curtis Jones,Harvey Elliott
320,320,33,Sat,2020-07-04,12:30,Norwich City,0.6,1.0,Brighton,,Carrow Road,Stuart Attwell,/en/matches/aa3a3540/Norwich-City-Brighton-and-Hove-Albion-July-4-2020-Premier-League,0,1,4-2-3-1,4-2-2-2,11.0,13.0,0.0,2.0,17.0,15.0,734.0,568.0,14.0,11.0,3.0,13.0,11.0,11.0,21.0,18.0,4.0,0.0,6.0,7.0,31.0,22.0,56.0,67.0,2.0,0.0,0.0,2.0,0.0,0.0,Tim Krul,Max Aarons,Ben Godfrey,Onel Hernández,Jamal Lewis,Timm Klose,Emi Buendía,Josip Drmić,Kenny McLean,Ondrej Duda,Alexander Tettey,Michael McGovern,Lukas Rupp,Mario Vrančić,Todd Cantwell,Marco Stiepermann,Tom Trybull,Mathew Ryan,Tariq Lamptey,Lewis Dunk,Neal Maupay,Yves Bissouma,Leandro Trossard,Adam Webster,Aaron Mooy,Davy Pröpper,Dan Burn,Aaron Connolly,David Button,Shane Duffy,Dale Stephens,Alexis Mac Allister,Pascal Groß,Glenn Murray,Teemu Pukki,Adam Idah,Solly March,Martín Montoya
321,321,33,Sat,2020-07-04,15:00,Leicester City,2.8,0.8,Crystal Palace,,King Power Stadium,Jonathan Moss,/en/matches/88e800c1/Leicester-City-Crystal-Palace-July-4-2020-Premier-League,3,0,3-4-1-2,4-5-1,18.0,8.0,3.0,7.0,11.0,20.0,681.0,604.0,29.0,18.0,14.0,7.0,21.0,24.0,24.0,5.0,1.0,1.0,5.0,7.0,27.0,26.0,67.0,74.0,2.0,0.0,0.0,1.0,0.0,0.0,Kasper Schmeichel,James Justin,Ben Chilwell,Çağlar Söyüncü,Jonny Evans,Youri Tielemans,Jamie Vardy,Marc Albrighton,Kelechi Iheanacho,Ayoze Pérez,Wilfred Ndidi,Danny Ward,Wes Morgan,Demarai Gray,Harvey Barnes,Hamza Choudhury,Nampalys Mendy,Vicente Guaita,Joel Ward,Patrick van Aanholt,Luka Milivojević,Jordan Ayew,Wilfried Zaha,Mamadou Sakho,Christian Benteke,James McArthur,Gary Cahill,Jaïro Riedewald,Wayne Hennessey,Scott Dann,Max Meyer,Cheikhou Kouyaté,Andros Townsend,James McCarthy,Dennis Praet,Christian Fuchs,Sam Woods,Tyrick Mitchell
322,322,33,Sat,2020-07-04,15:00,Manchester Utd,2.5,1.8,Bournemouth,,Old Trafford,Mike Dean,/en/matches/8bed0062/Manchester-United-Bournemouth-July-4-2020-Premier-League,5,2,4-2-3-1,4-4-2,3.0,12.0,8.0,3.0,21.0,9.0,773.0,424.0,16.0,10.0,13.0,11.0,15.0,12.0,9.0,19.0,4.0,4.0,5.0,7.0,13.0,15.0,44.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,David de Gea,Victor Lindelöf,Harry Maguire,Paul Pogba,Anthony Martial,Marcus Rashford,Bruno Fernandes,Luke Shaw,Mason Greenwood,Aaron Wan-Bissaka,Nemanja Matić,Sergio Romero,Eric Bailly,Juan Mata,Andreas Pereira,Fred,Daniel James,Aaron Ramsdale,Nathan Aké,Joshua King,Jefferson Lerma,Dominic Solanke,Adam Smith,Lewis Cook,Junior Stanislas,David Brooks,Diego Rico,Lloyd Kelly,Artur Boruc,Mark Travers,Dan Gosling,Andrew Surman,Arnaut Danjuma,Jack Stacey,Odion Ighalo,Scott McTominay,Harry Wilson,Philip Billing
323,323,33,Sat,2020-07-04,17:30,Wolves,1.2,1.3,Arsenal,,Molineux Stadium,Michael Oliver,/en/matches/df13ee5b/Wolverhampton-Wanderers-Arsenal-July-4-2020-Premier-League,0,2,3-5-2,3-4-3,6.0,11.0,3.0,5.0,16.0,10.0,657.0,620.0,13.0,29.0,8.0,11.0,17.0,13.0,10.0,26.0,1.0,0.0,4.0,9.0,27.0,11.0,89.0,63.0,2.0,0.0,0.0,4.0,0.0,0.0,Rui Patrício,Matt Doherty,Rúben Neves,Raúl Jiménez,Willy Boly,Conor Coady,Jonny Castro,Romain Saïss,João Moutinho,Leander Dendoncker,Adama Traoré,John Ruddy,Bruno Jordão,Pedro Neto,Morgan Gibbs-White,Diogo Jota,Rúben Vinagre,Emiliano Martínez,Kieran Tierney,Dani Ceballos,Pierre-Emerick Aubameyang,Cédric Soares,Shkodran Mustafi,David Luiz,Eddie Nketiah,Sead Kolašinac,Granit Xhaka,Bukayo Saka,Matt Macey,Héctor Bellerín,Sokratis Papastathopoulos,Alexandre Lacazette,Lucas Torreira,Ainsley Maitland-Niles,Leonardo Campana,Max Kilman,Rob Holding,Reiss Nelson
324,324,33,Sat,2020-07-04,20:00,Chelsea,2.5,0.6,Watford,,Stamford Bridge,Kevin Friend,/en/matches/ee7944f1/Chelsea-Watford-July-4-2020-Premier-League,3,0,4-3-3,4-5-1,9.0,12.0,5.0,3.0,17.0,11.0,882.0,441.0,13.0,24.0,11.0,11.0,17.0,11.0,19.0,20.0,1.0,2.0,4.0,6.0,18.0,16.0,50.0,66.0,0.0,0.0,0.0,2.0,0.0,0.0,Kepa Arrizabalaga,Andreas Christensen,N'Golo Kanté,Ross Barkley,Willian,Kurt Zouma,Olivier Giroud,Mason Mount,Christian Pulisic,Reece James,César Azpilicueta,Willy Caballero,Antonio Rüdiger,Marcos Alonso,Jorginho,Tammy Abraham,Pedro,Ben Foster,Craig Dawson,Adrian Mariappa,Troy Deeney,Nathaniel Chalobah,Abdoulaye Doucouré,Will Hughes,Kiko Femenía,Ismaila Sarr,Christian Kabasele,Étienne Capoue,Heurelho Gomes,Tom Cleverley,Danny Welbeck,Adam Masina,Craig Cathcart,João Pedro,Ruben Loftus-Cheek,Callum Hudson-Odoi,Andre Gray,José Holebas
325,325,33,Sun,2020-07-05,12:00,Burnley,1.3,1.1,Sheffield Utd,,Turf Moor,Peter Bankes,/en/matches/c2378113/Burnley-Sheffield-United-July-5-2020-Premier-League,1,1,4-4-2,3-5-2,8.0,14.0,3.0,9.0,16.0,31.0,576.0,595.0,9.0,12.0,7.0,9.0,22.0,32.0,41.0,20.0,2.0,1.0,6.0,10.0,29.0,24.0,101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Nick Pope,Charlie Taylor,James Tarkowski,Josh Brownhill,Dwight McNeil,Ashley Westwood,Jay Rodriguez,Erik Pieters,Phil Bardsley,Matěj Vydra,Kevin Long,Bailey Peacock-Farrell,Jóhann Berg Guðmundsson,Chris Wood,Robbie Brady,Max Thompson,Jimmy Dunne,Dean Henderson,George Baldock,Enda Stevens,Chris Basham,Oliver McBurnie,John Egan,Oliver Norwood,David McGoldrick,Jack Robinson,Ben Osborn,Sander Berge,Simon Moore,Jack O'Connell,Billy Sharp,Phil Jagielka,Kieron Freeman,Lys Mousset,Bobby Thomas,Josh Benson,Jack Rodwell,nan
326,326,33,Sun,2020-07-05,14:15,Newcastle Utd,1.4,2.1,West Ham,,St. James' Park,Craig Pawson,/en/matches/3d549d43/Newcastle-United-West-Ham-United-July-5-2020-Premier-League,2,2,4-2-3-1,4-2-3-1,9.0,11.0,6.0,4.0,19.0,20.0,667.0,539.0,22.0,18.0,1.0,9.0,20.0,29.0,20.0,17.0,1.0,1.0,4.0,7.0,16.0,24.0,70.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,Martin Dúbravka,Jamaal Lascelles,Jonjo Shelvey,Joelinton,Allan Saint-Maximin,Dwight Gayle,Isaac Hayden,Emil Krafth,Federico Fernández,Javier Manquillo,Miguel Almirón,Karl Darlow,Fabian Schär,Andy Carroll,Matt Ritchie,DeAndre Yedlin,Valentino Lazaro,Łukasz Fabiański,Aaron Cresswell,Manuel Lanzini,Jarrod Bowen,Pablo Fornals,Angelo Ogbonna,Issa Diop,Ryan Fredericks,Tomáš Souček,Michail Antonio,Declan Rice,Darren Randolph,Fabián Balbuena,Andriy Yarmolenko,Mark Noble,Jack Wilshere,Arthur Masuaku,Danny Rose,Nabil Bentaleb,Albian Ajeti,Xande Silva
327,327,33,Sun,2020-07-05,16:30,Liverpool,0.7,0.7,Aston Villa,,Anfield,Paul Tierney,/en/matches/c2481cad/Liverpool-Aston-Villa-July-5-2020-Premier-League,2,0,4-3-3,4-4-1-1,18.0,8.0,7.0,5.0,25.0,18.0,802.0,416.0,7.0,8.0,5.0,17.0,10.0,14.0,18.0,27.0,1.0,5.0,4.0,5.0,19.0,23.0,92.0,83.0,1.0,0.0,0.0,1.0,0.0,0.0,Alisson,Fabinho,Virgil van Dijk,Naby Keïta,Sadio Mané,Mohamed Salah,Joe Gomez,Alex Oxlade-Chamberlain,Andrew Robertson,Divock Origi,Trent Alexander-Arnold,Adrián,Georginio Wijnaldum,Roberto Firmino,Jordan Henderson,Takumi Minamino,Xherdan Shaqiri,Pepe Reina,Neil Taylor,Douglas Luiz,John McGinn,Jack Grealish,Ezri Konsa,Trézéguet,Anwar El Ghazi,Kortney Hause,Keinan Davis,Tyrone Mings,Ørjan Nyland,Henri Lansbury,Marvelous Nakamba,Conor Hourihane,Mbwana Samatta,Jota,Curtis Jones,Harvey Elliott,Frederic Guilbert,Ahmed Elmohamady
