Unnamed: 0.1,Unnamed: 0,Matchday,Day,Date_x,Time_x,home,xG_home,xG_away,away,Assistance,Venue,Referee_x,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,Div,Date_y,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee_y,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA,Season,Time_y,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,B365>2.5,B365<2.5,P>2.5,P<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AHh,B365AHH,B365AHA,PAHH,PAHA,MaxAHH,MaxAHA,AvgAHH,AvgAHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,WHCH,WHCD,WHCA,VCCH,VCCD,VCCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,B365C>2.5,B365C<2.5,PC>2.5,PC<2.5,MaxC>2.5,MaxC<2.5,AvgC>2.5,AvgC<2.5,AHCh,B365CAHH,B365CAHA,PCAHH,PCAHA,MaxCAHH,MaxCAHA,AvgCAHH,AvgCAHA
66,66,7,Sat,2018-09-29,15:00,Huddersfield,0.4,2.1,Tottenham,"23,885",The John Smith's Stadium,Craig Pawson,/en/matches/de08a7f1/Huddersfield-Town-Tottenham-Hotspur-September-29-2018-Premier-League,0,2,3-5-1-1,3-4-3,17.0,16.0,3.0,0.0,20.0,8.0,586.0,566.0,23.0,17.0,16.0,12.0,21.0,31.0,10.0,41.0,1.0,1.0,7.0,7.0,30.0,21.0,109.0,85.0,2.0,0.0,0.0,2.0,0.0,0.0,Jonas Lössl,Terence Kongolo,Jonathan Hogg,Philip Billing,Aaron Mooy,Chris Löwe,Laurent Depoitre,Alex Pritchard,Mathias Jørgensen,Christopher Schindler,Erik Durm,Ben Hamer,Tommy Smith,Rajiv van La Parra,Isaac Mbenza,Steve Mounié,Jon Gorenc Stanković,Paulo Gazzaniga,Kieran Trippier,Danny Rose,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Son Heung-min,Harry Kane,Eric Dier,Mousa Dembélé,Lucas Moura,Alfie Whiteman,Harry Winks,Érik Lamela,Victor Wanyama,Moussa Sissoko,Fernando Llorente,E0,29/09/2018,0.0,2.0,A,0.0,2.0,A,C Pawson,9.0,10.0,5.0,6.0,17.0,16.0,3.0,0.0,2.0,2.0,0.0,0.0,8.5,4.5,1.44,7.5,4.5,1.44,6.6,4.25,1.5,,,,8.01,4.5,1.48,7.0,4.4,1.47,8.5,4.5,1.45,40.0,8.5,7.61,5.0,4.48,1.5,1.46,39.0,1.85,1.79,2.13,2.03,23.0,1.0,2.21,2.14,1.8,1.75,6.19,3.88,1.66,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,7,Sat,2018-09-29,17:30,Chelsea,1.1,1.6,Liverpool,"40,625",Stamford Bridge,Andre Marriner,/en/matches/83743ea9/Chelsea-Liverpool-September-29-2018-Premier-League,1,1,4-3-3,4-3-3,7.0,9.0,4.0,4.0,12.0,20.0,701.0,773.0,13.0,15.0,12.0,12.0,11.0,13.0,24.0,16.0,2.0,2.0,13.0,3.0,15.0,24.0,54.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,N'Golo Kanté,Eden Hazard,Mateo Kovačić,Olivier Giroud,Willian,César Azpilicueta,David Luiz,Willy Caballero,Cesc Fàbregas,Ross Barkley,Victor Moses,Davide Zappacosta,Gary Cahill,Alisson,Virgil van Dijk,Georginio Wijnaldum,James Milner,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Jordan Henderson,Andrew Robertson,Trent Alexander-Arnold,Simon Mignolet,Fabinho,Naby Keïta,Daniel Sturridge,Alberto Moreno,Xherdan Shaqiri,E0,29/09/2018,1.0,1.0,D,1.0,0.0,H,A Marriner,10.0,13.0,4.0,6.0,7.0,9.0,4.0,4.0,0.0,2.0,0.0,0.0,2.8,3.6,2.54,2.85,3.5,2.4,2.85,3.3,2.5,,,,2.86,3.55,2.58,2.8,3.5,2.45,2.8,3.6,2.55,40.0,2.92,2.81,3.65,3.52,2.62,2.49,38.0,1.7,1.64,2.35,2.25,22.0,0.25,1.8,1.74,2.22,2.16,2.83,3.51,2.63,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,7,Sun,2018-09-30,16:00,Cardiff,1.7,0.3,Burnley,"30,411",Cardiff City Stadium,Martin Atkinson,/en/matches/a9b46822/Cardiff-City-Burnley-September-30-2018-Premier-League,1,2,4-4-1-1,4-4-1-1,11.0,15.0,10.0,2.0,31.0,8.0,490.0,463.0,9.0,12.0,8.0,10.0,65.0,38.0,26.0,66.0,2.0,1.0,4.0,12.0,33.0,27.0,117.0,89.0,1.0,0.0,0.0,3.0,0.0,0.0,Neil Etheridge,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Joe Ralls,Kenneth Zohore,Josh Murphy,Callum Paterson,Greg Cunningham,Víctor Camarasa,Sol Bamba,Brian Murphy,Joe Bennett,Jazz Richards,Danny Ward,Bobby Reid,Kadeem Harris,Joe Hart,Matthew Lowton,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Jóhann Berg Guðmundsson,Sam Vokes,Ashley Westwood,Aaron Lennon,Matěj Vydra,Tom Heaton,Ashley Barnes,Chris Wood,Jeff Hendrick,Steven Defour,Phil Bardsley,E0,30/09/2018,1.0,2.0,A,0.0,0.0,D,M Atkinson,19.0,3.0,5.0,2.0,11.0,15.0,10.0,2.0,1.0,3.0,0.0,0.0,2.62,3.0,3.2,2.55,3.0,3.1,2.55,3.05,3.05,,,,2.63,3.13,3.14,2.55,3.1,3.0,2.6,3.1,3.13,40.0,2.64,2.56,3.15,3.06,3.2,3.09,38.0,2.6,2.43,1.63,1.55,23.0,-0.25,2.21,2.16,1.79,1.74,2.5,3.16,3.32,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,7,Mon,2018-10-01,20:00,Bournemouth,1.8,0.4,Crystal Palace,"10,199",Vitality Stadium,Mike Dean,/en/matches/82f2e66c/Bournemouth-Crystal-Palace-October-1-2018-Premier-League,2,1,4-4-2,4-3-3,9.0,12.0,3.0,3.0,13.0,16.0,579.0,682.0,12.0,19.0,9.0,12.0,14.0,9.0,26.0,15.0,2.0,2.0,6.0,6.0,21.0,14.0,65.0,71.0,3.0,0.0,0.0,4.0,0.0,0.0,Asmir Begović,Simon Francis,Steve Cook,Nathan Aké,Jefferson Lerma,Callum Wilson,Adam Smith,Lewis Cook,Joshua King,David Brooks,Ryan Fraser,Artur Boruc,Dan Gosling,Andrew Surman,Lys Mousset,Jermain Defoe,Junior Stanislas,Wayne Hennessey,Patrick van Aanholt,Luka Milivojević,James Tomkins,Max Meyer,Andros Townsend,Wilfried Zaha,Mamadou Sakho,Jordan Ayew,James McArthur,Aaron Wan-Bissaka,Vicente Guaita,Joel Ward,Cheikhou Kouyaté,Alexander Sørloth,Jeffrey Schlupp,Martin Kelly,E0,01/10/2018,2.0,1.0,H,1.0,0.0,H,M Dean,11.0,10.0,5.0,2.0,9.0,12.0,3.0,3.0,3.0,4.0,0.0,0.0,2.25,3.5,3.4,2.25,3.4,3.2,2.2,3.45,3.2,,,,2.3,3.52,3.33,2.25,3.4,3.2,2.25,3.5,3.3,39.0,2.37,2.25,3.55,3.43,3.4,3.24,38.0,1.82,1.77,2.15,2.04,21.0,-0.25,1.98,1.94,1.98,1.94,2.33,3.52,3.27,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,8,Fri,2018-10-05,20:00,Brighton,1.2,1.4,West Ham,"30,544",The American Express Community Stadium,Kevin Friend,/en/matches/cf0741b9/Brighton-and-Hove-Albion-West-Ham-United-October-5-2018-Premier-League,1,0,4-4-1-1,4-1-4-1,12.0,8.0,2.0,9.0,11.0,18.0,438.0,657.0,17.0,12.0,12.0,8.0,18.0,16.0,29.0,18.0,5.0,1.0,9.0,8.0,24.0,26.0,73.0,66.0,3.0,0.0,0.0,2.0,0.0,0.0,Mathew Ryan,Bruno,Gaëtan Bong,Shane Duffy,Lewis Dunk,Beram Kayal,Anthony Knockaert,Alireza Jahanbakhsh,Glenn Murray,Solly March,Davy Pröpper,David Button,Yves Bissouma,Jürgen Locadia,Florin Andone,Leon Balogun,José Izquierdo,Łukasz Fabiański,Fabián Balbuena,Pablo Zabaleta,Marko Arnautović,Felipe Anderson,Pedro Obiang,Mark Noble,Andriy Yarmolenko,Issa Diop,Arthur Masuaku,Declan Rice,Adrián,Aaron Cresswell,Robert Snodgrass,Angelo Ogbonna,Ryan Fredericks,Lucas Pérez,E0,05/10/2018,1.0,0.0,H,1.0,0.0,H,K Friend,9.0,17.0,4.0,4.0,12.0,8.0,2.0,9.0,3.0,2.0,0.0,0.0,2.7,3.3,2.87,2.6,3.25,2.8,2.65,3.3,2.65,,,,2.72,3.3,2.87,2.62,3.2,2.8,2.7,3.3,2.88,36.0,2.75,2.67,3.35,3.26,2.9,2.8,35.0,2.1,2.05,1.83,1.78,18.0,-0.25,2.31,2.25,1.73,1.68,2.77,3.24,2.87,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,8,Sat,2018-10-06,15:00,Leicester,0.9,1.3,Everton,"32,007",King Power Stadium,Andre Marriner,/en/matches/1be8f2f0/Leicester-City-Everton-October-6-2018-Premier-League,1,2,4-2-3-1,4-2-3-1,10.0,11.0,2.0,10.0,11.0,26.0,621.0,580.0,13.0,11.0,6.0,13.0,21.0,26.0,37.0,18.0,5.0,0.0,7.0,6.0,32.0,19.0,88.0,78.0,4.0,0.0,1.0,1.0,0.0,0.0,Kasper Schmeichel,Ben Chilwell,Wes Morgan,Kelechi Iheanacho,Jamie Vardy,James Maddison,Ricardo Pereira,Harry Maguire,Daniel Amartey,Nampalys Mendy,Wilfred Ndidi,Danny Ward,Jonny Evans,Marc Albrighton,Shinji Okazaki,Vicente Iborra,Christian Fuchs,Jordan Pickford,Michael Keane,Kurt Zouma,Gylfi Sigurðsson,Theo Walcott,Lucas Digne,Idrissa Gana Gueye,Bernard,Tom Davies,Richarlison,Jonjoe Kenny,Maarten Stekelenburg,Mason Holgate,Leighton Baines,Cenk Tosun,Morgan Schneiderlin,Dominic Calvert-Lewin,E0,06/10/2018,1.0,2.0,A,1.0,1.0,D,A Marriner,8.0,17.0,2.0,8.0,10.0,11.0,2.0,10.0,2.0,1.0,1.0,0.0,2.2,3.4,3.6,2.2,3.4,3.3,2.15,3.45,3.4,,,,2.17,3.52,3.6,2.2,3.4,3.3,2.2,3.4,3.6,35.0,2.28,2.19,3.55,3.4,3.6,3.44,34.0,1.95,1.89,2.0,1.92,19.0,-0.25,1.91,1.87,2.07,2.01,2.32,3.28,3.49,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,8,Sat,2018-10-06,15:00,Burnley,0.4,1.0,Huddersfield,"20,533",Turf Moor,Chris Kavanagh,/en/matches/60ecfc10/Burnley-Huddersfield-Town-October-6-2018-Premier-League,1,1,4-4-2,4-2-3-1,9.0,11.0,1.0,10.0,13.0,37.0,446.0,743.0,17.0,9.0,12.0,10.0,24.0,26.0,48.0,7.0,3.0,0.0,12.0,0.0,24.0,31.0,80.0,95.0,2.0,0.0,0.0,2.0,0.0,0.0,Joe Hart,Matthew Lowton,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Jóhann Berg Guðmundsson,Sam Vokes,Ashley Barnes,Ashley Westwood,Aaron Lennon,Tom Heaton,Chris Wood,Jeff Hendrick,Phil Bardsley,Matěj Vydra,Kevin Long,Jonas Lössl,Jonathan Hogg,Philip Billing,Aaron Mooy,Chris Löwe,Rajiv van La Parra,Laurent Depoitre,Alex Pritchard,Mathias Jørgensen,Christopher Schindler,Erik Durm,Ben Hamer,Elias Kachunga,Adama Diakhaby,Isaac Mbenza,Steve Mounié,Jon Gorenc Stanković,E0,06/10/2018,1.0,1.0,D,1.0,0.0,H,C Kavanagh,6.0,19.0,3.0,2.0,8.0,11.0,1.0,10.0,2.0,2.0,0.0,0.0,2.14,3.1,4.2,2.05,3.1,4.1,2.1,3.05,4.05,,,,2.16,3.04,4.33,2.15,3.0,4.0,2.15,3.1,4.2,36.0,2.18,2.12,3.2,3.06,4.35,4.11,34.0,2.71,2.55,1.56,1.51,19.0,-0.25,1.82,1.78,2.15,2.11,2.39,2.99,3.75,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,8,Sat,2018-10-06,15:00,Tottenham,2.0,1.2,Cardiff,"43,268",Tottenham Hotspur Stadium,Mike Dean,/en/matches/8c7db89e/Tottenham-Hotspur-Cardiff-City-October-6-2018-Premier-League,1,0,4-4-2,4-1-4-1,7.0,11.0,6.0,2.0,17.0,8.0,867.0,388.0,18.0,16.0,5.0,16.0,9.0,16.0,25.0,37.0,0.0,3.0,4.0,6.0,36.0,20.0,50.0,73.0,3.0,0.0,0.0,1.0,1.0,0.0,Hugo Lloris,Kieran Trippier,Danny Rose,Toby Alderweireld,Davinson Sánchez,Son Heung-min,Harry Winks,Harry Kane,Eric Dier,Moussa Sissoko,Lucas Moura,Paulo Gazzaniga,Érik Lamela,Victor Wanyama,Kyle Walker-Peters,Fernando Llorente,Ben Davies,Neil Etheridge,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Joe Ralls,Josh Murphy,Callum Paterson,Víctor Camarasa,Sol Bamba,Junior Hoilett,Brian Murphy,Jazz Richards,Danny Ward,Kenneth Zohore,Bobby Reid,Aron Gunnarsson,E0,06/10/2018,1.0,0.0,H,1.0,0.0,H,M Dean,19.0,8.0,7.0,6.0,7.0,11.0,6.0,2.0,2.0,1.0,0.0,1.0,1.22,7.0,15.0,1.22,6.5,12.5,1.22,6.5,13.0,,,,1.22,6.74,15.07,1.25,6.0,11.0,1.25,6.5,15.0,36.0,1.26,1.23,7.5,6.51,16.0,13.14,32.0,1.5,1.45,2.8,2.69,20.0,-2.0,2.22,2.12,1.84,1.75,1.25,6.6,12.33,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,8,Sat,2018-10-06,15:00,Watford,1.0,3.2,Bournemouth,"20,139",Vicarage Road Stadium,Jonathan Moss,/en/matches/c3a37856/Watford-Bournemouth-October-6-2018-Premier-League,0,4,4-2-2-2,4-4-2,11.0,9.0,10.0,7.0,24.0,14.0,520.0,588.0,19.0,9.0,8.0,8.0,15.0,16.0,12.0,40.0,1.0,2.0,6.0,8.0,23.0,14.0,87.0,53.0,5.0,0.0,1.0,1.0,0.0,0.0,Ben Foster,Troy Deeney,Craig Cathcart,Abdoulaye Doucouré,Andre Gray,Will Hughes,Kiko Femenía,José Holebas,Christian Kabasele,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Adrian Mariappa,Gerard Deulofeu,Isaac Success,Adam Masina,Ken Sema,Asmir Begović,Simon Francis,Steve Cook,Nathan Aké,Jefferson Lerma,Callum Wilson,Adam Smith,Lewis Cook,Joshua King,David Brooks,Ryan Fraser,Artur Boruc,Dan Gosling,Andrew Surman,Jordon Ibe,Jermain Defoe,Junior Stanislas,E0,06/10/2018,0.0,4.0,A,0.0,3.0,A,J Moss,14.0,10.0,2.0,7.0,11.0,9.0,10.0,7.0,3.0,1.0,1.0,0.0,2.14,3.6,3.5,2.1,3.6,3.4,2.1,3.55,3.4,,,,2.15,3.59,3.58,2.15,3.5,3.3,2.15,3.6,3.5,36.0,2.16,2.13,3.7,3.55,3.68,3.45,35.0,1.81,1.77,2.15,2.06,19.0,-0.25,1.87,1.84,2.09,2.04,2.17,3.47,3.69,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,8,Sat,2018-10-06,15:00,Crystal Palace,1.4,0.7,Wolves,"25,715",Selhurst Park,Michael Oliver,/en/matches/e4ee9373/Crystal-Palace-Wolverhampton-Wanderers-October-6-2018-Premier-League,0,1,4-4-2,3-4-3,11.0,13.0,6.0,3.0,20.0,8.0,792.0,472.0,17.0,20.0,10.0,17.0,17.0,19.0,18.0,25.0,1.0,1.0,8.0,10.0,30.0,23.0,75.0,78.0,3.0,0.0,0.0,4.0,0.0,0.0,Wayne Hennessey,Patrick van Aanholt,Luka Milivojević,James Tomkins,Andros Townsend,Wilfried Zaha,Mamadou Sakho,Jordan Ayew,Jeffrey Schlupp,James McArthur,Aaron Wan-Bissaka,Vicente Guaita,Joel Ward,Max Meyer,Cheikhou Kouyaté,Alexander Sørloth,Martin Kelly,Rui Patrício,Matt Doherty,Ryan Bennett,Rúben Neves,Raúl Jiménez,Hélder Costa,Willy Boly,Conor Coady,Diogo Jota,Jonny Castro,João Moutinho,John Ruddy,Ivan Cavaleiro,Morgan Gibbs-White,Romain Saïss,Kortney Hause,Léo Bonatini,E0,06/10/2018,0.0,1.0,A,0.0,0.0,D,M Oliver,11.0,7.0,4.0,2.0,11.0,13.0,6.0,3.0,3.0,4.0,0.0,0.0,3.0,3.2,2.62,2.8,3.2,2.65,2.9,3.1,2.6,,,,2.99,3.21,2.65,2.9,3.2,2.55,3.0,3.25,2.6,35.0,3.03,2.92,3.25,3.18,2.75,2.6,34.0,2.35,2.23,1.7,1.65,18.0,0.25,1.77,1.72,2.25,2.18,2.85,3.26,2.77,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,8,Sat,2018-10-06,17:30,Chelsea,1.9,1.6,Newcastle,"74,519",Old Trafford,Anthony Taylor,/en/matches/1c869de5/Manchester-United-Newcastle-United-October-6-2018-Premier-League,3,2,4-3-3,4-4-1-1,16.0,8.0,10.0,6.0,44.0,18.0,800.0,421.0,11.0,18.0,4.0,20.0,19.0,16.0,22.0,60.0,1.0,0.0,5.0,9.0,32.0,24.0,71.0,81.0,2.0,0.0,0.0,2.0,0.0,0.0,David de Gea,Eric Bailly,Paul Pogba,Romelu Lukaku,Marcus Rashford,Anthony Martial,Chris Smalling,Ashley Young,Luke Shaw,Nemanja Matić,Scott McTominay,Sergio Romero,Victor Lindelöf,Alexis Sánchez,Juan Mata,Andreas Pereira,Fred,Martin Dúbravka,Jamaal Lascelles,Jonjo Shelvey,Mohamed Diamé,Matt Ritchie,Yoshinori Mutō,Kenedy,Ayoze Pérez,Federico Fernández,Javier Manquillo,DeAndre Yedlin,Karl Darlow,Ciaran Clark,Fabian Schär,Jacob Murphy,Isaac Hayden,Joselu,E0,12/01/2019,2.0,1.0,H,1.0,1.0,D,C Kavanagh,10.0,9.0,6.0,2.0,6.0,13.0,8.0,5.0,1.0,1.0,0.0,0.0,1.22,7.0,15.0,1.22,6.25,13.5,1.25,6.1,11.0,,,,1.22,6.67,15.97,1.2,7.0,13.0,1.22,6.5,17.0,38.0,1.26,1.23,7.0,6.35,17.0,14.63,37.0,1.75,1.68,2.35,2.21,24.0,-2.0,2.32,2.25,1.75,1.68,1.2,6.8,19.3,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,8,Sun,2018-10-07,12:00,Fulham,1.4,1.1,Arsenal,"25,401",Craven Cottage,Paul Tierney,/en/matches/af4e1f4f/Fulham-Arsenal-October-7-2018-Premier-League,1,5,3-4-3,4-4-2,11.0,12.0,4.0,2.0,17.0,7.0,627.0,664.0,16.0,21.0,10.0,14.0,20.0,14.0,21.0,23.0,4.0,1.0,10.0,7.0,12.0,24.0,69.0,69.0,2.0,0.0,0.0,0.0,0.0,0.0,Marcus Bettinelli,Ryan Sessegnon,Denis Odoi,Aleksandar Mitrović,Tim Ream,André Schürrle,Luciano Vietto,Maxime Le Marchand,Cyrus Christie,Jean Seri,Andre-Frank Zambo Anguissa,Sergio Rico,Kevin McDonald,Stefan Johansen,Floyd Ayité,Alfie Mawson,Steven Sessegnon,Bernd Leno,Héctor Bellerín,Henrikh Mkhitaryan,Alexandre Lacazette,Lucas Torreira,Rob Holding,Alex Iwobi,Nacho Monreal,Shkodran Mustafi,Danny Welbeck,Granit Xhaka,Emiliano Martínez,Sokratis Papastathopoulos,Aaron Ramsey,Stephan Lichtsteiner,Pierre-Emerick Aubameyang,Mattéo Guendouzi,E0,07/10/2018,1.0,5.0,A,1.0,1.0,D,P Tierney,21.0,9.0,4.0,7.0,11.0,12.0,4.0,2.0,2.0,0.0,0.0,0.0,5.25,4.33,1.66,5.0,4.33,1.62,4.6,4.35,1.65,,,,5.0,4.33,1.69,4.4,4.2,1.7,5.0,4.4,1.67,34.0,5.25,4.85,4.5,4.31,1.71,1.66,29.0,1.46,1.42,3.0,2.8,20.0,1.0,1.86,1.8,2.13,2.07,5.01,4.48,1.67,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,8,Sun,2018-10-07,14:15,Southampton,1.6,2.9,Chelsea,"27,077",St. Mary's Stadium,Craig Pawson,/en/matches/afea8fbd/Southampton-Chelsea-October-7-2018-Premier-League,0,3,3-4-3,4-3-3,13.0,11.0,4.0,12.0,11.0,27.0,515.0,807.0,21.0,13.0,15.0,2.0,12.0,17.0,40.0,20.0,0.0,0.0,4.0,8.0,22.0,25.0,82.0,47.0,6.0,0.0,0.0,0.0,0.0,0.0,Alex McCarthy,Cédric Soares,Maya Yoshida,Wesley Hoedt,Danny Ings,Mario Lemina,Manolo Gabbiadini,Ryan Bertrand,Nathan Redmond,Pierre Højbjerg,Jan Bednarek,Angus Gunn,Jannik Vestergaard,Shane Long,Steven Davis,Charlie Austin,Oriol Romeu,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,N'Golo Kanté,Ross Barkley,Eden Hazard,Olivier Giroud,Willian,César Azpilicueta,David Luiz,Willy Caballero,Cesc Fàbregas,Pedro,Mateo Kovačić,Davide Zappacosta,Gary Cahill,E0,07/10/2018,0.0,3.0,A,0.0,1.0,A,C Pawson,15.0,21.0,6.0,6.0,13.0,11.0,4.0,12.0,6.0,0.0,0.0,0.0,6.0,4.1,1.61,6.0,3.9,1.6,5.3,3.9,1.65,,,,6.02,4.13,1.63,5.5,4.0,1.62,6.0,4.2,1.6,36.0,6.19,5.75,4.3,4.07,1.65,1.61,35.0,1.85,1.79,2.1,2.03,21.0,1.0,1.9,1.84,2.08,2.03,6.92,4.19,1.56,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,8,Sun,2018-10-07,16:30,Liverpool,0.4,1.0,Man City,"52,117",Anfield,Martin Atkinson,/en/matches/73e7196e/Liverpool-Manchester-City-October-7-2018-Premier-League,0,0,4-3-3,4-2-3-1,10.0,10.0,2.0,6.0,18.0,12.0,648.0,672.0,17.0,16.0,9.0,13.0,6.0,17.0,18.0,25.0,2.0,5.0,7.0,10.0,18.0,18.0,81.0,59.0,1.0,0.0,0.0,3.0,0.0,0.0,Alisson,Virgil van Dijk,Georginio Wijnaldum,Dejan Lovren,James Milner,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Jordan Henderson,Andrew Robertson,Simon Mignolet,Fabinho,Naby Keïta,Daniel Sturridge,Xherdan Shaqiri,Joël Matip,Ederson,Kyle Walker,John Stones,Raheem Sterling,Sergio Agüero,Aymeric Laporte,Bernardo Silva,David Silva,Benjamin Mendy,Fernandinho,Riyad Mahrez,Arijanet Muric,Danilo,Vincent Kompany,Leroy Sané,Nicolás Otamendi,Gabriel Jesus,E0,07/10/2018,0.0,0.0,D,0.0,0.0,D,M Atkinson,7.0,6.0,2.0,2.0,10.0,10.0,2.0,6.0,1.0,3.0,0.0,0.0,2.54,3.6,2.8,2.5,3.6,2.7,2.5,3.3,2.85,,,,2.56,3.56,2.85,2.5,3.5,2.75,2.55,3.6,2.8,35.0,2.63,2.52,3.7,3.54,2.88,2.77,33.0,1.67,1.62,2.4,2.29,18.0,-0.25,2.25,2.17,1.8,1.74,2.84,3.55,2.6,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,9,Sat,2018-10-20,12:30,Chelsea,1.8,0.8,Chelsea,"40,721",Stamford Bridge,Mike Dean,/en/matches/aff7fdc6/Chelsea-Manchester-United-October-20-2018-Premier-League,2,2,4-3-3,4-2-3-1,9.0,17.0,5.0,3.0,18.0,9.0,782.0,512.0,12.0,21.0,9.0,14.0,11.0,14.0,24.0,30.0,2.0,1.0,5.0,12.0,23.0,18.0,42.0,69.0,2.0,0.0,0.0,5.0,0.0,0.0,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,N'Golo Kanté,Eden Hazard,Mateo Kovačić,Willian,César Azpilicueta,Álvaro Morata,David Luiz,Willy Caballero,Cesc Fàbregas,Ross Barkley,Pedro,Olivier Giroud,Davide Zappacosta,David de Gea,Victor Lindelöf,Paul Pogba,Juan Mata,Romelu Lukaku,Marcus Rashford,Anthony Martial,Chris Smalling,Ashley Young,Luke Shaw,Nemanja Matić,Sergio Romero,Eric Bailly,Alexis Sánchez,Andreas Pereira,Fred,Ander Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
